date,temperature_2m,wind_speed_30hPa,wind_speed_50hPa,wind_speed_70hPa,wind_speed_100hPa,wind_speed_150hPa,wind_speed_200hPa,wind_speed_250hPa,wind_speed_300hPa,wind_speed_400hPa,wind_speed_500hPa,wind_speed_600hPa,wind_speed_700hPa,wind_speed_800hPa,wind_speed_850hPa,wind_speed_900hPa,wind_speed_925hPa,wind_speed_950hPa,wind_speed_975hPa,wind_speed_1000hPa,wind_direction_30hPa,wind_direction_50hPa,wind_direction_70hPa,wind_direction_100hPa,wind_direction_150hPa,wind_direction_200hPa,wind_direction_250hPa,wind_direction_300hPa,wind_direction_400hPa,wind_direction_500hPa,wind_direction_600hPa,wind_direction_700hPa,wind_direction_800hPa,wind_direction_850hPa,wind_direction_900hPa,wind_direction_925hPa,wind_direction_950hPa,wind_direction_975hPa,wind_direction_1000hPa,pressure_msl,surface_pressure,cloud_cover_high,cloud_cover_mid,cloud_cover_low,is_day
2025-08-06 16:00:00+00:00,23.981499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1028.5,978.77997,0.0,0.0,1.0,1.0
2025-08-06 17:00:00+00:00,25.231499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1027.9,978.4114,0.0,0.0,11.0,1.0
2025-08-06 18:00:00+00:00,26.5315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1027.7,978.4291,0.0,0.0,32.0,1.0
2025-08-06 19:00:00+00:00,26.6315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1027.0,977.7788,0.0,0.0,7.0,1.0
2025-08-06 20:00:00+00:00,26.8315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1026.7,977.52496,0.0,0.0,12.0,1.0
2025-08-06 21:00:00+00:00,26.9315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1026.0,976.87463,0.0,0.0,18.0,1.0
2025-08-06 22:00:00+00:00,26.5815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1025.8,976.62823,0.0,0.0,2.0,1.0
2025-08-06 23:00:00+00:00,25.731499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1025.5,976.2071,0.0,0.0,8.0,1.0
2025-08-07 00:00:00+00:00,24.6315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1025.0,975.5543,0.0,0.0,12.0,1.0
2025-08-07 11:00:00+00:00,16.8315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1023.0,972.36304,0.0,0.0,0.0,1.0
2025-08-07 12:00:00+00:00,18.6815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1023.4,973.05493,3.0,0.0,18.0,1.0
2025-08-07 13:00:00+00:00,19.5315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1023.2,973.0066,7.0,22.0,12.0,1.0
2025-08-07 14:00:00+00:00,21.6315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1022.5,972.68756,72.0,99.0,0.0,1.0
2025-08-07 15:00:00+00:00,22.9315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1021.9,972.329,0.0,9.0,1.0,1.0
2025-08-07 16:00:00+00:00,24.731499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1021.3,972.04877,0.0,18.0,0.0,1.0
2025-08-07 17:00:00+00:00,25.8815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1020.6,971.5663,0.0,24.0,14.0,1.0
2025-08-07 18:00:00+00:00,26.4315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1019.8,970.8922,0.0,1.0,27.0,1.0
2025-08-07 19:00:00+00:00,26.2815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1019.4,970.48755,1.0,2.0,21.0,1.0
2025-08-07 22:00:00+00:00,25.0315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1017.9,968.86096,0.0,99.0,13.0,1.0
2025-08-07 23:00:00+00:00,24.6815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1018.3,969.18555,0.0,10.0,1.0,1.0
2025-08-08 00:00:00+00:00,23.1315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1018.3,968.9361,0.0,1.0,0.0,1.0
2025-08-08 11:00:00+00:00,17.8315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1015.5,965.40186,0.0,0.0,6.0,1.0
2025-08-08 12:00:00+00:00,19.1815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1015.1,965.2459,0.0,0.0,45.0,1.0
2025-08-08 13:00:00+00:00,21.1815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1015.4,965.8602,0.0,0.0,22.0,1.0
2025-08-08 14:00:00+00:00,23.2815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1015.7,966.48627,0.0,0.0,14.0,1.0
2025-08-08 15:00:00+00:00,24.8315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1014.8,965.8782,0.0,0.0,13.0,1.0
2025-08-08 16:00:00+00:00,26.231499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1015.6,966.8622,0.0,0.0,32.0,1.0
2025-08-08 17:00:00+00:00,27.5315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1015.0,966.4954,0.0,0.0,34.0,1.0
2025-08-08 18:00:00+00:00,28.5315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1014.7,966.36584,0.0,0.0,28.0,1.0
2025-08-08 19:00:00+00:00,29.1315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1013.9,965.6971,0.0,0.0,29.0,1.0
2025-08-08 20:00:00+00:00,29.3815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1013.3,965.164,0.0,0.0,9.0,1.0
2025-08-08 21:00:00+00:00,29.3315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1013.3,965.15643,0.0,0.0,17.0,1.0
2025-08-08 22:00:00+00:00,28.3315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1013.4,965.0967,0.0,0.0,49.0,1.0
