date,temperature_2m,pressure_msl,wind_speed_30hPa,wind_speed_50hPa,wind_speed_70hPa,wind_speed_100hPa,wind_speed_150hPa,wind_speed_200hPa,wind_speed_250hPa,wind_speed_300hPa,wind_speed_400hPa,wind_speed_500hPa,wind_speed_600hPa,wind_speed_700hPa,wind_speed_800hPa,wind_speed_850hPa,wind_speed_900hPa,wind_speed_925hPa,wind_speed_950hPa,wind_speed_975hPa,wind_speed_1000hPa,wind_direction_30hPa,wind_direction_50hPa,wind_direction_70hPa,wind_direction_100hPa,wind_direction_150hPa,wind_direction_200hPa,wind_direction_250hPa,wind_direction_300hPa,wind_direction_400hPa,wind_direction_500hPa,wind_direction_600hPa,wind_direction_700hPa,wind_direction_800hPa,wind_direction_850hPa,wind_direction_900hPa,wind_direction_925hPa,wind_direction_950hPa,wind_direction_975hPa,wind_direction_1000hPa,surface_pressure,cloud_cover_high,cloud_cover_mid,cloud_cover_low,is_day
2024-08-05 15:00:00,19.231499,1017.7,6.978599,6.1127167,17.216372,35.073013,58.62038,84.76222,123.995056,109.07851,77.10566,49.92975,30.534122,19.29049,12.43071,8.888708,8.277066,8.312971,8.000118,5.596827,5.5014453,68.19853,302.00534,289.79898,281.72507,283.42184,281.9112,283.60056,279.57416,270.0,267.76886,273.31772,277.98923,304.3804,318.36655,325.0079,326.7251,326.7251,329.74365,327.99466,967.72656,0.0,0.0,0.0,1.0
2024-08-05 16:00:00,20.0315,1017.5,9.63242,5.536059,18.55437,36.221325,59.10538,86.798256,134.58743,114.73231,80.3689,49.908722,31.03812,19.267183,11.264901,11.156937,11.084589,10.991127,10.450753,6.93121,6.847727,70.346085,290.55612,294.77512,280.30478,282.66507,282.06485,282.2296,278.7707,271.3859,271.48782,274.89902,283.0693,314.02905,318.57642,320.79282,322.22424,323.13,324.46225,325.40765,967.6689,0.0,0.0,14.0,1.0
2024-08-05 17:00:00,20.5815,1017.8,11.072118,4.5816746,17.968111,38.376827,59.10538,87.68612,131.07915,120.07136,84.35509,51.20419,31.12603,18.335209,11.460548,11.689589,11.617922,11.337588,10.496636,6.5365324,6.7392683,69.44387,278.13,295.64096,281.68933,282.66507,280.6456,283.14322,276.8181,273.08212,271.4502,276.5197,288.10385,313.09085,319.26797,322.90707,323.56903,324.72748,326.3099,326.76828,968.0445,0.0,0.0,6.0,1.0
2024-08-05 18:00:00,20.8315,1016.9,11.091061,2.0489872,17.827368,37.1144,63.183937,88.201706,133.19994,126.9463,83.36383,52.6793,32.49124,19.185394,12.981411,12.71182,12.039036,11.430818,10.413063,6.325163,6.3762693,83.29026,288.43503,289.09357,286.22028,283.03867,285.772,287.55362,281.48196,275.79913,274.93912,281.76825,297.01257,315.0001,317.35333,320.33218,321.17017,321.51978,322.76508,322.43134,967.2298,0.0,0.0,13.0,1.0
2024-08-05 19:00:00,21.6815,1017.3,12.580849,5.83152,19.674547,36.267654,66.34418,88.437004,137.18884,126.1168,75.63234,52.174797,33.671196,19.205873,13.003852,12.179136,11.35776,10.767836,9.79476,6.165993,6.223325,101.88863,270.0,287.24155,288.75873,282.4074,291.48965,290.74615,286.1072,279.86575,284.38144,289.14822,299.24872,311.63345,315.0001,317.41956,318.27057,320.1945,321.63248,321.34018,967.74915,0.0,0.0,21.0,1.0
2024-08-06 11:00:00,8.0815,1019.6,5.343106,6.6077857,21.781033,42.360054,86.60456,96.598404,81.80567,76.99395,67.23989,41.559605,29.78671,24.86856,16.618443,14.619104,14.717871,15.249686,15.6328745,3.4184518,2.4741044,104.03627,281.3099,300.37906,276.1465,279.0394,268.0781,266.36713,276.76608,302.00534,300.96368,305.34018,307.33328,316.9749,313.63614,317.4896,324.27252,330.35022,315.0001,315.0001,967.60925,0.0,0.0,5.0,1.0
2024-08-06 12:00:00,10.8315,1019.4,5.536059,9.277185,21.025845,42.76939,88.08501,93.57616,79.145035,72.96812,62.368023,42.240955,31.191797,25.191656,17.836931,15.563873,15.324958,16.137875,15.143139,4.526671,4.118923,69.44387,294.77512,303.6901,270.86804,276.75897,265.6318,267.1845,279.7132,302.69946,302.47116,307.5192,310.6839,320.52756,320.77432,322.792,331.0204,339.81412,339.14545,340.70987,967.9076,0.0,0.0,1.0,1.0
2024-08-06 13:00:00,13.5815,1019.8,6.146962,10.058838,19.232122,44.103233,91.45923,90.34616,75.16461,68.11149,57.670895,41.69576,32.35882,25.38487,17.423504,15.701361,14.255894,12.786501,8.929128,4.3390255,3.935976,71.564964,284.93146,302.61923,272.52606,277.32632,265.4753,270.4939,281.52368,297.42865,302.94922,308.90414,312.32452,319.39877,327.8043,334.65387,339.10217,339.44388,338.19852,339.77505,968.7665,0.0,0.0,0.0,1.0
2024-08-06 14:00:00,16.6815,1019.9,7.8291693,11.89472,18.565678,45.360897,92.393196,88.46311,73.77777,68.08684,55.07547,41.514122,30.38033,24.17693,16.236868,14.816557,12.645448,9.041421,7.6654687,5.2256556,5.0427575,65.55606,299.35767,299.24872,270.81842,275.2307,264.95764,277.0625,286.02036,295.0576,304.18616,310.8723,316.1232,317.02136,324.46225,335.72556,335.89777,334.1337,332.44727,332.44727,969.391,0.0,0.0,0.0,1.0
2024-08-06 16:00:00,18.6815,1019.6,7.3877287,8.247014,17.106281,46.008774,88.313484,81.68241,69.40595,61.127167,52.51167,44.23156,28.11482,22.614206,10.896539,10.115254,9.955496,9.734809,9.074721,6.325163,6.103781,74.74483,315.0001,294.62354,270.80692,273.78604,268.18173,267.32462,274.8644,285.75125,301.8274,315.0001,320.4119,318.01288,318.94528,320.52756,321.34018,321.54626,322.76508,322.76508,969.44183,0.0,0.0,1.0,1.0
